,Unnamed: 0.42,Unnamed: 0.41,Unnamed: 0.40,Unnamed: 0.39,Unnamed: 0.38,Unnamed: 0.37,Unnamed: 0.36,Unnamed: 0.35,Unnamed: 0.34,Unnamed: 0.33,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,username,nickname,tweet_path,tweet
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,1202558655696031744,PearlMione,mione,/PearlMione/status/1514752091373568000,"Hello #DonBelle!

#LeniKiko2022
#LeniKikoAllTheWaypic.twitter.com/ijmXyb7NUw"
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,705299384301441024,WhyHelloRenato,Renato♓Pas20rMu22ets 😇🤓😷🍄💙💉💉🇳🇱,/WhyHelloRenato/status/1514774306051428356,"#IAskedTheGenieFor 
Two Dollarspic.twitter.com/0Got242Wsu"
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,3319333645,liliriot,🔱,/liliriot/status/1514772473815834635,HELLO???? pic.twitter.com/LSL04Inv0a
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1316881542493462529,leemonsailor,Lee 🍋 :),/leemonsailor/status/1514682402991390729,"“Hello?”

#ranboofanart #ghostboofanartpic.twitter.com/nN89AkCMRJ"
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1359842270212718595,deoors,Ors💉,/deoors/status/1514704720295772166,"Hello, you carry Barca like a philo!! pic.twitter.com/RHvBOGwgtQ"
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,1514385925610123279,LukeSlansky,Luke Slansky,/LukeSlansky/status/1514779613620150272,Hello poised pic.twitter.com/mLqs0hMbZ9
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514697819873071105,"hello fam, how is your day going?"
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1309331498,hello_daisy110,𝐇𝐢,/hello_daisy110/status/1514775702247469056,"Welcome Leader Ten 

APRIL16 TEN GDC IS COMING
#ลีดเดอร์เตนล์GDCpic.twitter.com/vKxYP6W8H1"
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,412200772,yencadebaene,yencaaa,/yencadebaene/status/1514743291601985537,"Hello you beautiful people, I hope you have an amazing day today and that you're doing well ! Kisses <3"
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,1337602505434406912,satincal,viviana,/satincal/status/1514698439539494914,hello everyone
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1107947013411213312,happy166801,Batu-es Trash,/happy166801/status/1514780078982721537,Hello! Can i please get the link too? Omg 
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1314031595414724608,koowoocart,lara⁷,/koowoocart/status/1514780070895755269,"hello when u say ""kakao ID"" that's ur email right?"
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1460506995786612745,mouisau,Moui ❤️,/mouisau/status/1514780064495284226,blanca's shot from a mile away at a dude in a helicopter???? hello????
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,1512265371176169476,DiamondIcedLIVE,Glacé,/DiamondIcedLIVE/status/1514780062121308169,hello friends
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1453036590167584768,kipperbeee,✧ kiley !! | nightmare era,/kipperbeee/status/1514780059734724614,HELLO JENNY
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,991029304644591618,HasMayFinished,Still May,/HasMayFinished/status/1514780055712395281,"Hello World! It is April 15th 2022, 1:38:02 am. May has finished but May hasn't resigned."
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,45828211,Ratrichibi,Ratri Chibi,/Ratrichibi/status/1514780055234236426,"Hello, Friday! 
Selamat long weekend bagi yang merayakan, dan selamat beribadah buat teman2 Kristiani 
Hope you all have a Good Friday! "
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,545587045,hello__kaitty,k,/hello__kaitty/status/1514780055095848966,ok cutest thing ever 
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1486361576332742658,d0llydeathw1sh,sésé ☆,/d0llydeathw1sh/status/1514780053334536192,hello friend
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,21486053,rainmc,"💜🖤🤍♠️ THEE Rain - “Hello, I must be going”",/rainmc/status/1514780051190865920,It’s really why people put pronouns in their bio.  Not sure why you think it’s more than that.
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,3403380341,theGraboline,x - Graboline,/theGraboline/status/1514780050373050375,Hello
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,1513647564259840003,alextin39312826,alex tina,/alextin39312826/status/1514780049815195661,hello dear message me let meet up
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1491444842005778433,ravishingsel,...,/ravishingsel/status/1514780047600619521,찍어주신 사진이 너무 예뻐서 인스타 팔로우하고 있는데 정말 예쁘네요 
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,890759092301688832,vyngefulspirit,🦇Vyn Strange🦇,/vyngefulspirit/status/1514780044970799114,Hello Dallas. Nice to be in you again
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,930139987370283008,PorkFamilyNFTs,Santiago,/PorkFamilyNFTs/status/1514780043360161795,"Hello good community! 
I inform you that new unique pigs have arrived to the family! 
Little by little the family expands!!! If you want to take a look, click here:  https://opensea.io/collection/sashagallery …
#nft #nftcollector #digitalart #nftart #nftartist #nftcommunity #nftartgallerypic.twitter.com/hjIrRKrq1S"
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1491221921920212997,hello_youyou56,优优啊YoYo,/hello_youyou56/status/1514780041518845956,我也想看
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,1277782664854908928,yellowducky327,YADOM2 :)💛🐣🐥,/yellowducky327/status/1514780041271705600,Lisa Lisa lalisa manoban  LI SA  LISA <3 !!!!!!!!!! l i s a lisa lisa. LISA .  Lisa lisaaaa  lisa!!!! Lisa Manoban  hello LISAAAA i love you
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1503219420902178818,honeyshivve,honey f: kuni 🌙,/honeyshivve/status/1514742341994745863,hello or wtvr :/
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,296509052,HelloKitty_Plug,MF DOM 🎀,/HelloKitty_Plug/status/1514743265995767811,"i love easter
i only give adults baskets 

fuck them kids bro"
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1378024400704794628,BotsGreetings,Greetings!,/BotsGreetings/status/1514701705656823811,Hello Jakobe!
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1315501540283764736,Raya32705630,Raya,/Raya32705630/status/1514742741569359876,Сәлем -Hello DEARS DIMASH  DIMASH ARNAU CONCERT THE BEST VOICE PLANET  DIMASH MUSIC  @dimash_official #DimashKazakhVoice #FlyAway #BeWithMe #DimashQudaibergenpic.twitter.com/OShLgLyQXn
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,965622644237373441,abpayato,‏ً,/abpayato/status/1514714559189331971,hello lady guuji.
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1065162839134896129,sweettenrr,Andre’a🍑,/sweettenrr/status/1514743289077182464,@Essence hello on the next cover i believe the next family should be Victoria Monét & Mr. Gaines would be the next best option!
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1359965550009454592,sortaishnavajo,sortaishnavajo,/sortaishnavajo/status/1514742797919653889,shimásání hait’éego hello ájíniih?
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,412200772,yencadebaene,yencaaa,/yencadebaene/status/1514743291601985537,"Hello you beautiful people, I hope you have an amazing day today and that you're doing well ! Kisses <3"
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1216766313672081408,Ka286048230,||hello||,/Ka286048230/status/1514747279063887878,"leží vedle tebe, spí a ty potichu brečíš vedle něj"
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,1487805728073166854,cthulhuldr,☽ máni,/cthulhuldr/status/1514751910930178049,hello my name is máni 
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,1216766313672081408,Ka286048230,||hello||,/Ka286048230/status/1514738615800242177,jakmile si spolu lehneme tak už ty slzy ale neudržím
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,1216766313672081408,Ka286048230,||hello||,/Ka286048230/status/1514730639639121930,"""strašně na mě tlačíš abychom se pořád viděli""
no tak já na tebe už seru"
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1216766313672081408,Ka286048230,||hello||,/Ka286048230/status/1514736689603915778,"já: ""když já už bych šla spát""
on: ""tak si jdi lehnout a dej si třeba sluchátka""
hej ale tak ty jsi můj kluk?"
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,1429039206395826184,BABU___420,HERO #TMG,/BABU___420/status/1514758876981350406,Hello nehu ji 
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,290550010,heloisabdantas,"hello, it's me",/heloisabdantas/status/1514765119292690432,"laroye exu, exu é mojuba"
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1498493802100654081,niko20223,にこ＊5/3東4あ15a,/niko20223/status/1514773401000640514,Hello my angel pic.twitter.com/aI4v5Q4bPk
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1487600779926114306,yinadol,yina,/yinadol/status/1514751982166327300,hello . pic.twitter.com/jtegJhNBtw
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,2782936939,Metanoia100,Cat Woman 🙏 🇺🇦 🇬🇧,/Metanoia100/status/1514612536632434712,"Hello anyone at home? 
#cats #CatsOfTwitterpic.twitter.com/dR9ALUIG1s"
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,25159518,HelloItsAviana,♕,/HelloItsAviana/status/1514777244849238033,Time for a TL cleanse courtesy of one of my local mall pigeons who decided it was bath time! #BirdsSeenIn2022 #BirdTwitterpic.twitter.com/p3nV2O8D2L
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,931397778101518336,battleguitar,82,/battleguitar/status/1514749871151988737,hello pic.twitter.com/meZRMD2JEb
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1514385925610123279,LukeSlansky,Luke Slansky,/LukeSlansky/status/1514779613620150272,Hello poisedpic.twitter.com/mLqs0hMbZ9
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,1514385925610123279,LukeSlansky,Luke Slansky,/LukeSlansky/status/1514387729332719618,I can’t play dead by daylight the servers are down can you fix it please
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,25159518,HelloItsAviana,♕,/HelloItsAviana/status/1514777244849238033,Time for a TL cleanse courtesy of one of my local mall pigeons who decided it was bath time! #BirdsSeenIn2022 #BirdTwitter pic.twitter.com/p3nV2O8D2L
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1100879326357139457,TodaysBaldEagle,Today's Bald Eagle,/TodaysBaldEagle/status/1514761932418428928,"(Photo courtesy of @DominicWeskamp)
#wildlifephotography #nature #bloodpressurebreak #birdtwitter pic.twitter.com/XgAg7RkSuk"
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1957508546,dmaluk1,Deb Maluk 🇨🇦🇺🇦🕊,/dmaluk1/status/1514778267433136128,American Robin...grateful the storm has ended...looking forward to warmer temps and sunny days #BirdTwitter pic.twitter.com/TLmBzl0WeB
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,1957508546,dmaluk1,Deb Maluk 🇨🇦🇺🇦🕊,/dmaluk1/status/1514776661744500743,RIP little Junco...this Sharp-shinned Hawk has been showing up here in April for the past couple of years...thought he must be back as there was a lot of commotion at the feeders for the past couple of days #BirdTwitter pic.twitter.com/ug1ie6fpsV
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,1422419185058025474,r_toneguzzo,R.M.TONEGUZZO,/r_toneguzzo/status/1514610083128242183,"The tiny, shy and vibrant Azure Kingfisher.
Northern Territory, Australia.
 #TwitterNatureCommunity #BirdTwitter #bird #Twitter #birdwatching #wildlifephotography #kingfisher #ThePhotoHour #wildlife #BirdsSeenIn2022 pic.twitter.com/5Lzc0p4oO3"
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,18630567,tikulli,tikuli,/tikulli/status/1514652399792582656,The #RosyStarlings are here n I'm missing this big mulberry tree that was their abode. I loved their all day animated chit chats and feasting & painted them too. Perhaps I'll pay a visit this year. #DelhiBirds #BirdTwitter pic.twitter.com/lR0B9RNyx4
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,3079851807,Above96th,Above_96th,/Above96th/status/1514604382939017222,A juvenile Black-crowned Night Heron striking quite the pose this morning in Central Park's Harlem Meer. I've seen seven adults and this youngster on Duck Island--has to be an all-time record! #birdcpp #BirdTwitter pic.twitter.com/QBI5atSoqQ
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1260300789911871489,DaveCoo79355786,Dave Cook,/DaveCoo79355786/status/1513642113673707523,Eastern Meadowlark. Western New York grasslands. April 9th 2022 #BirdTwitter #TwitterNatureCommunitypic.twitter.com/M8jhhDdD1O
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1079802566572236800,DonnaRiddell10,Donna Riddell,/DonnaRiddell10/status/1514559781398269953,Raven on the coast giving us a talking too! #raven #birdphotography #birdwatching #BirdTwitter pic.twitter.com/HkW0Ps5ETs
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1079802566572236800,DonnaRiddell10,Donna Riddell,/DonnaRiddell10/status/1514560997599727623,Raven from today my favourite bird off all time! #raven #birdphotography #birdwatching #BirdTwitter pic.twitter.com/Ou0TkolMuD
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1266133995462332418,krispenhartung,Krispen Hartung Photography,/krispenhartung/status/1514575264554004485,Mountain Bluebird #birds #bird #birdphotography #birdtwitter #birding #wildlife #birdlovers #birdwatchingpic.twitter.com/Bx6eKHqi5L
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1074423603268079618,m_crouton,Crouton🌻,/m_crouton/status/1514396503795712004,Missing two toenails #birding #birdwatching #BirdTwitter pic.twitter.com/W4MMYdtn7E
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,2987717450,Blank_spaces84,Majestically Awkward 🐱,/Blank_spaces84/status/1514777985630420996,#BirdTwitter every year we have eggs broken on our sidewalk. Who keeps nesting on our roof/in our gutters? pic.twitter.com/nEz4pMprp6
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1079802566572236800,DonnaRiddell10,Donna Riddell,/DonnaRiddell10/status/1512799347192348674,A distant Glossy Ibis from this morning #birdwatching #birdphotography #BirdTwitter pic.twitter.com/sY7TJHHVZE
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1957508546,dmaluk1,Deb Maluk 🇨🇦🇺🇦🕊,/dmaluk1/status/1514324443484635140,Blizzard battle...feisty Redpolls in the snow...I think I deleted the first tweet somehow which is OK as I tried to add alt text last time and it didn't stick...let's see if this one works #BirdTwitter #mbstormpic.twitter.com/ujG6o05hAW
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,3079851807,Above96th,Above_96th,/Above96th/status/1512748125651353601,"omg, now for the greatest birding video ever made! Of course it was made by a bird! #BirdTwitter pic.twitter.com/xygoXExs2e"
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,1418682477132976128,paulrfoth,Paul Foth,/paulrfoth/status/1514634333247754240,"What does one Sandhill Crane say to another? 

Correct answers only.

#Birding #BirdTwitter pic.twitter.com/JKndMls4vE"
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,986618055156490240,todaysbird,Today's Bird,/todaysbird/status/1514749097315606531,"Tree swallow.
(Photo by Glenn P. Knoblock)
#wildlifephotography #nature #bloodpressurebreak #birdtwitter pic.twitter.com/YKx310CtrN"
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,2868109363,carolpopegordon,Carol Gordon,/carolpopegordon/status/1514585535758708748,Back from viewing the Nebraska lek.  Here is a male Greater Prairie Chicken in full dance mode trying to impress the ladies.  #Nebraska #spring #birdphotography #BirdTwitter #NaturePhotography #TwitterNatureCommunitypic.twitter.com/76I6nfdCzH
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,3079851807,Above96th,Above_96th,/Above96th/status/1514246204074467336,Have I mentioned I LOVE Northern Flickers? Captured this stunning female Flicker this morning in Central Park near the Great Hill. You can just glimpse her yellow-shafted feathers. #birdcpp #BirdTwitter pic.twitter.com/VwQd7Yd8De
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1269848405188268032,ViktoriaGabor38,Viki®️,/ViktoriaGabor38/status/1514487104654483458,"╲ \ ╭ ┓
╭ ╯Hello everyone 
   #VikiStern pic.twitter.com/egXfvTEozL"
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,2782936939,Metanoia100,Cat Woman 🙏 🇺🇦 🇬🇧,/Metanoia100/status/1514612536632434712,"Hello anyone at home? 
#cats #CatsOfTwitter pic.twitter.com/dR9ALUIG1s"
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,1375035955845816326,Hello_DAL_21,하 련 달,/Hello_DAL_21/status/1514746319491186690,전역 10일 남은 사람이 누구라구요?pic.twitter.com/5d4ogy18DO
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,1501649584481013765,Helloearth0,Hello Earth,/Helloearth0/status/1514708314567098369,"대충봐도 저 ㅅㅂㅅㄲ 하는 눈빛인데
이래서 2번남은 누가 조금만 잘해줘도 고백하고 니가 먼저 꼬셨다며 범죄 저지르는 구나…https://twitter.com/innovator041/status/1513424384060702723 …"
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1468387350640472065,hello_withjh,안녕,/hello_withjh/status/1514742578339536900,이고.. 설레라고 한 말 맞는지.. 설레도 되는 건지.. 정상인건지..pic.twitter.com/BwlRI723xX
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,776824958638919680,hello__aru,날놔줘이아루🥕,/hello__aru/status/1514772787889508356,금요일아침이승훈으로시작 pic.twitter.com/WkQyrfbM3q
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,1468387350640472065,hello_withjh,안녕,/hello_withjh/status/1514740709269536768,"웃음소리 듣기 좋아요..
인터뷰까지 설렘 꽉꽉 채워주셨네요 pic.twitter.com/KBWvG7B1XG"
